datetime,msn,location,daily_consumption_load,energy_supplied,energy_billed,Temperature (deg_C),,,,
04-01-2021 10:30,ACE43B7D,Chennai,3.22,3.36,3.07,31,,,,
04-01-2021 10:45,ACE43B7D,Chennai,2.35,2.82,2.41,37,,,,
04-01-2021 11:00,ACE43B7D,Chennai,1.88,2.06,1.96,37,,,,
04-01-2021 11:15,ACE43B7D,Chennai,1.52,1.78,1.54,26,,,,
04-01-2021 11:30,ACE43B7D,Chennai,1.62,1.66,1.6,24,,,,
04-01-2021 11:45,ACE43B7D,Chennai,4.65,4.86,4.81,10,,,,
04-01-2021 12:00,ACE43B7D,Chennai,4.13,4.7,4.17,32,,,,
04-01-2021 12:15,ACE43B7D,Chennai,2.66,2.95,2.62,10,,,,
04-01-2021 12:30,ACE43B7D,Chennai,3.15,3.58,3.05,22,,,,
04-01-2021 12:45,ACE43B7D,Chennai,3.47,3.69,3.45,24,,,,
04-01-2021 13:00,ACE43B7D,Chennai,0.95,1.01,0.95,37,,,,
04-01-2021 13:15,ACE43B7D,Chennai,2.39,2.57,2.38,16,,,,
04-01-2021 13:30,ACE43B7D,Chennai,3.24,3.7,3.4,23,,,,
04-01-2021 13:45,ACE43B7D,Chennai,4.14,4.6,4.3,37,,,,
04-01-2021 14:00,ACE43B7D,Chennai,4.55,4.76,4.37,22,,,,
04-01-2021 14:15,ACE43B7D,Chennai,2.94,3.01,2.83,40,,,,
04-01-2021 14:30,ACE43B7D,Chennai,3.31,3.8,3.33,38,,,,
04-01-2021 14:45,ACE43B7D,Chennai,3.15,3.46,3.22,36,,,,
04-01-2021 15:00,ACE43B7D,Chennai,1.65,1.92,1.7,18,,,,
04-01-2021 15:15,ACE43B7D,Chennai,1.48,1.74,1.56,16,,,,
04-01-2021 15:30,ACE43B7D,Chennai,1.42,1.65,1.42,21,,,,
04-01-2021 15:45,ACE43B7D,Chennai,3.73,4.47,3.88,21,,,,
04-01-2021 16:00,ACE43B7D,Chennai,2.26,2.45,2.37,19,,,,
04-01-2021 16:15,ACE43B7D,Chennai,0.53,0.54,0.53,16,,,,
04-01-2021 16:30,ACE43B7D,Chennai,3.23,3.61,3.24,24,,,,
04-01-2021 16:45,ACE43B7D,Chennai,1.92,2.18,1.9,13,,,,
04-01-2021 17:00,ACE43B7D,Chennai,2.64,2.7,2.65,34,,,,
04-01-2021 17:15,ACE43B7D,Chennai,2.24,2.44,2.15,16,,,,
04-01-2021 17:30,ACE43B7D,Chennai,4.66,4.99,4.59,39,,,,
04-01-2021 17:45,ACE43B7D,Chennai,3.32,3.76,3.43,10,,,,
04-01-2021 18:00,ACE43B7D,Chennai,4.25,4.91,4.29,10,,,,
04-01-2021 18:15,ACE43B7D,Chennai,2.07,2.29,2.01,16,,,,
04-01-2021 18:30,ACE43B7D,Chennai,1.62,1.71,1.62,22,,,,
04-01-2021 18:45,ACE43B7D,Chennai,3.14,3.1,3.07,11,,,,
04-01-2021 19:00,ACE43B7D,Chennai,4.46,4.86,4.5,33,,,,
04-01-2021 19:15,ACE43B7D,Chennai,2.78,2.92,2.73,12,,,,
04-01-2021 19:30,ACE43B7D,Chennai,2.52,3,2.63,36,,,,
04-01-2021 19:45,ACE43B7D,Chennai,4.58,4.99,4.48,27,,,,
04-01-2021 20:00,ACE43B7D,Chennai,0.55,0.63,0.54,10,,,,
04-01-2021 20:15,ACE43B7D,Chennai,2.52,2.62,2.53,19,,,,
04-01-2021 20:30,ACE43B7D,Chennai,0.94,0.97,0.93,23,,,,
04-01-2021 20:45,ACE43B7D,Chennai,3.15,3.33,3.08,12,,,,
04-01-2021 21:00,ACE43B7D,Chennai,0.62,0.65,0.65,34,,,,
04-01-2021 21:15,ACE43B7D,Chennai,3.32,3.89,3.39,25,,,,
04-01-2021 21:30,ACE43B7D,Chennai,4.09,4.19,3.96,27,,,,
04-01-2021 21:45,ACE43B7D,Chennai,1.28,1.46,1.28,34,,,,
04-01-2021 22:00,ACE43B7D,Chennai,1.96,2.19,2.04,35,,,,
04-01-2021 22:15,ACE43B7D,Chennai,2.85,3.06,2.76,40,,,,
04-01-2021 22:30,ACE43B7D,Chennai,0.84,0.87,0.87,28,,,,
04-01-2021 22:45,ACE43B7D,Chennai,4.57,4.72,4.59,14,,,,
04-01-2021 23:00,ACE43B7D,Chennai,4.72,4.99,4.5,21,,,,
04-01-2021 23:15,ACE43B7D,Chennai,2.12,2.29,2.12,13,,,,
04-01-2021 23:30,ACE43B7D,Chennai,1.1,1.21,1.08,18,,,,
04-01-2021 23:45,ACE43B7D,Chennai,2.38,2.69,2.39,33,,,,
05-01-2021 00:00,ACE43B7D,Chennai,3.78,4.06,3.71,34,,,,
05-01-2021 00:15,ACE43B7D,Chennai,2.86,2.97,2.94,29,,,,
05-01-2021 00:30,ACE43B7D,Chennai,1.78,2.02,1.73,40,,,,
05-01-2021 00:45,ACE43B7D,Chennai,4.1,4.73,4.3,33,,,,
05-01-2021 01:00,ACE43B7D,Chennai,3.8,3.93,3.66,14,,,,
05-01-2021 01:15,ACE43B7D,Chennai,1.64,1.62,1.58,39,,,,
05-01-2021 01:30,ACE43B7D,Chennai,4.6,4.47,4.41,12,,,,
05-01-2021 01:45,ACE43B7D,Chennai,2.08,2.51,2.15,32,,,,
05-01-2021 02:00,ACE43B7D,Chennai,1.51,1.66,1.49,27,,,,
05-01-2021 02:15,ACE43B7D,Chennai,2.69,3.01,2.75,13,,,,
05-01-2021 02:30,ACE43B7D,Chennai,1.8,2.18,1.86,12,,,,
05-01-2021 02:45,ACE43B7D,Chennai,4.38,4.81,4.42,29,,,,
05-01-2021 03:00,ACE43B7D,Chennai,3.13,3.58,3.05,29,,,,
05-01-2021 03:15,ACE43B7D,Chennai,0.54,0.6,0.53,10,,,,
05-01-2021 03:30,ACE43B7D,Chennai,2.27,2.51,2.34,34,,,,
05-01-2021 03:45,ACE43B7D,Chennai,3.66,3.82,3.56,35,,,,
05-01-2021 04:00,ACE43B7D,Chennai,1.25,1.36,1.28,29,,,,
05-01-2021 04:15,ACE43B7D,Chennai,3.48,3.8,3.41,13,,,,
05-01-2021 04:30,ACE43B7D,Chennai,2.88,3.31,2.98,16,,,,
05-01-2021 04:45,ACE43B7D,Chennai,4.7,4.52,4.5,14,,,,
05-01-2021 05:00,ACE43B7D,Chennai,1.24,1.25,1.25,10,,,,
05-01-2021 05:15,ACE43B7D,Chennai,2.92,2.81,2.81,19,,,,
05-01-2021 05:30,ACE43B7D,Chennai,2.06,2.2,2.08,17,,,,
05-01-2021 05:45,ACE43B7D,Chennai,4.04,4.22,4.13,13,,,,
05-01-2021 06:00,ACE43B7D,Chennai,1.22,1.23,1.19,25,,,,
05-01-2021 06:15,ACE43B7D,Chennai,2.86,2.85,2.84,12,,,,
05-01-2021 06:30,ACE43B7D,Chennai,3.79,4.03,3.93,17,,,,
05-01-2021 06:45,ACE43B7D,Chennai,0.81,0.84,0.78,16,,,,
05-01-2021 07:00,ACE43B7D,Chennai,3.93,4.07,4.05,28,,,,
05-01-2021 07:15,ACE43B7D,Chennai,3.94,4.26,3.82,14,,,,
05-01-2021 07:30,ACE43B7D,Chennai,3.7,3.95,3.53,15,,,,
05-01-2021 07:45,ACE43B7D,Chennai,4.7,4.85,4.5,26,,,,
05-01-2021 08:00,ACE43B7D,Chennai,3.9,4.02,3.8,16,,,,
05-01-2021 08:15,ACE43B7D,Chennai,1.05,1.11,1.08,24,,,,
05-01-2021 08:30,ACE43B7D,Chennai,1.73,1.83,1.75,16,,,,
05-01-2021 08:45,ACE43B7D,Chennai,0.6,0.63,0.58,12,,,,
05-01-2021 09:00,ACE43B7D,Chennai,4.41,4.97,4.23,31,,,,
05-01-2021 09:15,ACE43B7D,Chennai,3.22,3.61,3.07,26,,,,
05-01-2021 09:30,ACE43B7D,Chennai,0.55,0.58,0.55,34,,,,
05-01-2021 09:45,ACE43B7D,Chennai,1.94,2.21,1.92,28,,,,
05-01-2021 10:00,ACE43B7D,Chennai,2.85,3.08,2.85,12,,,,
05-01-2021 10:15,ACE43B7D,Chennai,0.57,0.61,0.57,20,,,,
05-01-2021 10:30,ACE43B7D,Chennai,3.5,3.96,3.4,12,,,,
05-01-2021 10:45,ACE43B7D,Chennai,3.64,3.84,3.68,17,,,,
05-01-2021 11:00,ACE43B7D,Chennai,1.21,1.23,1.21,24,,,,
05-01-2021 11:15,ACE43B7D,Chennai,2.49,2.56,2.4,18,,,,
05-01-2021 11:30,ACE43B7D,Chennai,3.25,3.57,3.11,30,,,,
05-01-2021 11:45,ACE43B7D,Chennai,3.54,3.82,3.39,15,,,,
05-01-2021 12:00,ACE43B7D,Chennai,1.23,1.38,1.24,28,,,,
05-01-2021 12:15,ACE43B7D,Chennai,4.27,4.9,4.2,13,,,,
05-01-2021 12:30,ACE43B7D,Chennai,1.46,1.62,1.41,20,,,,
05-01-2021 12:45,ACE43B7D,Chennai,3.7,4.06,3.81,19,,,,
05-01-2021 13:00,ACE43B7D,Chennai,4.25,4.43,4.3,39,,,,
05-01-2021 13:15,ACE43B7D,Chennai,1.45,1.7,1.48,26,,,,
05-01-2021 13:30,ACE43B7D,Chennai,1.71,1.85,1.72,23,,,,
05-01-2021 13:45,ACE43B7D,Chennai,2.17,2.46,2.13,23,,,,
05-01-2021 14:00,ACE43B7D,Chennai,4.95,4.77,4.72,29,,,,
05-01-2021 14:15,ACE43B7D,Chennai,1.81,1.88,1.88,27,,,,
05-01-2021 14:30,ACE43B7D,Chennai,4.67,4.62,4.61,34,,,,
05-01-2021 14:45,ACE43B7D,Chennai,1.42,1.45,1.43,10,,,,
05-01-2021 15:00,ACE43B7D,Chennai,1.71,2.06,1.77,23,,,,
05-01-2021 15:15,ACE43B7D,Chennai,0.71,0.71,0.68,33,,,,
05-01-2021 15:30,ACE43B7D,Chennai,0.89,1.04,0.94,25,,,,
05-01-2021 15:45,ACE43B7D,Chennai,2.34,2.57,2.46,13,,,,
05-01-2021 16:00,ACE43B7D,Chennai,2.7,3.14,2.72,39,,,,
05-01-2021 16:15,ACE43B7D,Chennai,3.75,3.88,3.69,22,,,,
05-01-2021 16:30,ACE43B7D,Chennai,4.33,4.39,4.38,33,,,,
05-01-2021 16:45,ACE43B7D,Chennai,1.31,1.36,1.36,29,,,,
05-01-2021 17:00,ACE43B7D,Chennai,4.15,4.49,4.03,36,,,,
05-01-2021 17:15,ACE43B7D,Chennai,0.61,0.64,0.6,39,,,,
05-01-2021 17:30,ACE43B7D,Chennai,3.85,4.08,3.73,21,,,,
05-01-2021 17:45,ACE43B7D,Chennai,1.23,1.42,1.29,32,,,,
05-01-2021 18:00,ACE43B7D,Chennai,4.29,4.22,4.2,17,,,,
05-01-2021 18:15,ACE43B7D,Chennai,4.25,4.14,4.14,23,,,,
05-01-2021 18:30,ACE43B7D,Chennai,3.12,3.26,2.98,12,,,,
05-01-2021 18:45,ACE43B7D,Chennai,3.81,3.82,3.72,13,,,,
05-01-2021 19:00,ACE43B7D,Chennai,0.93,1.07,0.95,40,,,,
05-01-2021 19:15,ACE43B7D,Chennai,3.17,3.24,3.14,22,,,,
05-01-2021 19:30,ACE43B7D,Chennai,2.88,2.83,2.76,28,,,,
05-01-2021 19:45,ACE43B7D,Chennai,0.64,0.62,0.62,30,,,,
05-01-2021 20:00,ACE43B7D,Chennai,0.61,0.65,0.61,40,,,,
05-01-2021 20:15,ACE43B7D,Chennai,1.99,2.17,1.9,38,,,,
05-01-2021 20:30,ACE43B7D,Chennai,1.32,1.43,1.36,28,,,,
05-01-2021 20:45,ACE43B7D,Chennai,1.9,2.09,1.92,19,,,,
05-01-2021 21:00,ACE43B7D,Chennai,3.48,3.88,3.59,31,,,,
05-01-2021 21:15,ACE43B7D,Chennai,0.5,0.53,0.52,34,,,,
05-01-2021 21:30,ACE43B7D,Chennai,1.2,1.26,1.19,33,,,,
05-01-2021 21:45,ACE43B7D,Chennai,4.17,4.56,4.13,33,,,,
05-01-2021 22:00,ACE43B7D,Chennai,1.39,1.46,1.38,27,,,,
05-01-2021 22:15,ACE43B7D,Chennai,2.78,3.19,2.81,25,,,,
05-01-2021 22:30,ACE43B7D,Chennai,1.98,2.09,2.04,36,,,,
05-01-2021 22:45,ACE43B7D,Chennai,1.88,2.26,1.96,31,,,,
05-01-2021 23:00,ACE43B7D,Chennai,1.44,1.46,1.38,36,,,,
05-01-2021 23:15,ACE43B7D,Chennai,4.66,4.96,4.87,27,,,,
05-01-2021 23:30,ACE43B7D,Chennai,1.33,1.46,1.39,16,,,,
05-01-2021 23:45,ACE43B7D,Chennai,2.45,2.62,2.39,36,,,,
01-01-2021 00:00,7F6ACD62,Delhi,2.96,3.14,2.93,14,,,,
01-01-2021 00:15,7F6ACD62,Delhi,1.8,1.82,1.79,21,,,,
01-01-2021 00:30,7F6ACD62,Delhi,2.92,3.31,3.04,38,,,,
01-01-2021 00:45,7F6ACD62,Delhi,2.37,2.53,2.42,25,,,,
01-01-2021 01:00,7F6ACD62,Delhi,3.74,3.69,3.65,17,,,,
01-01-2021 01:15,7F6ACD62,Delhi,1.33,1.44,1.37,37,,,,
01-01-2021 01:30,7F6ACD62,Delhi,1.17,1.35,1.21,13,,,,
01-01-2021 01:45,7F6ACD62,Delhi,2.37,2.35,2.27,34,,,,
01-01-2021 02:00,7F6ACD62,Delhi,0.48,0.51,0.48,35,,,,
01-01-2021 02:15,7F6ACD62,Delhi,2.98,3.2,3.12,37,,,,
01-01-2021 02:30,7F6ACD62,Delhi,3.15,3.45,3.31,25,,,,
01-01-2021 02:45,7F6ACD62,Delhi,2.86,2.93,2.82,34,,,,
01-01-2021 03:00,7F6ACD62,Delhi,3.25,3.34,3.34,32,,,,
01-01-2021 03:15,7F6ACD62,Delhi,3.26,3.31,3.19,20,,,,
01-01-2021 03:30,7F6ACD62,Delhi,1.39,1.57,1.46,30,,,,
01-01-2021 03:45,7F6ACD62,Delhi,2.28,2.39,2.3,27,,,,
01-01-2021 04:00,7F6ACD62,Delhi,2.22,2.17,2.15,12,,,,
01-01-2021 04:15,7F6ACD62,Delhi,4.19,4.38,4.1,18,,,,
01-01-2021 04:30,7F6ACD62,Delhi,4.57,4.76,4.49,33,,,,
01-01-2021 04:45,7F6ACD62,Delhi,3.87,3.92,3.7,22,,,,
01-01-2021 05:00,7F6ACD62,Delhi,2.86,2.87,2.83,23,,,,
01-01-2021 05:15,7F6ACD62,Delhi,0.88,0.97,0.9,14,,,,
01-01-2021 05:30,7F6ACD62,Delhi,0.78,0.79,0.79,13,,,,
01-01-2021 05:45,7F6ACD62,Delhi,1.14,1.33,1.15,38,,,,
01-01-2021 06:00,7F6ACD62,Delhi,3.73,4.18,3.68,18,,,,
01-01-2021 06:15,7F6ACD62,Delhi,4.05,4.66,4.04,34,,,,
01-01-2021 06:30,7F6ACD62,Delhi,4.7,4.84,4.54,19,,,,
01-01-2021 06:45,7F6ACD62,Delhi,3.1,3.63,3.21,26,,,,
01-01-2021 07:00,7F6ACD62,Delhi,3.72,4.04,3.86,11,,,,
01-01-2021 07:15,7F6ACD62,Delhi,2.33,2.37,2.29,32,,,,
01-01-2021 07:30,7F6ACD62,Delhi,1.01,1.03,0.98,11,,,,
01-01-2021 07:45,7F6ACD62,Delhi,3.46,3.69,3.33,35,,,,
01-01-2021 08:00,7F6ACD62,Delhi,2.07,2.44,2.14,28,,,,
01-01-2021 08:15,7F6ACD62,Delhi,2.99,3.49,3,32,,,,
01-01-2021 08:30,7F6ACD62,Delhi,2.39,2.49,2.33,33,,,,
01-01-2021 08:45,7F6ACD62,Delhi,1.99,2.26,2,28,,,,
01-01-2021 09:00,7F6ACD62,Delhi,3.23,3.32,3.14,11,,,,
01-01-2021 09:15,7F6ACD62,Delhi,1.2,1.29,1.16,32,,,,
01-01-2021 09:30,7F6ACD62,Delhi,4.17,4.82,4.23,25,,,,
01-01-2021 09:45,7F6ACD62,Delhi,3.1,3.02,2.97,28,,,,
01-01-2021 10:00,7F6ACD62,Delhi,1.82,2.07,1.81,10,,,,
01-01-2021 10:15,7F6ACD62,Delhi,1.74,2.04,1.82,29,,,,
01-01-2021 10:30,7F6ACD62,Delhi,3.46,3.7,3.45,16,,,,
01-01-2021 10:45,7F6ACD62,Delhi,0.66,0.72,0.64,25,,,,
01-01-2021 11:00,7F6ACD62,Delhi,2.02,2.04,2.03,15,,,,
01-01-2021 11:15,7F6ACD62,Delhi,3.83,4.63,3.95,27,,,,
01-01-2021 11:30,7F6ACD62,Delhi,1.37,1.42,1.4,11,,,,
01-01-2021 11:45,7F6ACD62,Delhi,3.13,3.51,3.27,27,,,,
01-01-2021 12:00,7F6ACD62,Delhi,3.32,3.29,3.18,30,,,,
01-01-2021 12:15,7F6ACD62,Delhi,1.36,1.36,1.35,17,,,,
01-01-2021 12:30,7F6ACD62,Delhi,4.27,4.67,4.19,10,,,,
01-01-2021 12:45,7F6ACD62,Delhi,3.84,4.26,3.92,20,,,,
01-01-2021 13:00,7F6ACD62,Delhi,4.36,4.25,4.17,18,,,,
01-01-2021 13:15,7F6ACD62,Delhi,3.88,4.28,4.08,12,,,,
01-01-2021 13:30,7F6ACD62,Delhi,4.41,4.82,4.21,29,,,,
01-01-2021 13:45,7F6ACD62,Delhi,3.53,3.63,3.42,19,,,,
01-01-2021 14:00,7F6ACD62,Delhi,1.09,1.21,1.14,33,,,,
01-01-2021 14:15,7F6ACD62,Delhi,1.1,1.32,1.13,20,,,,
01-01-2021 14:30,7F6ACD62,Delhi,3.02,3.26,2.89,39,,,,
01-01-2021 14:45,7F6ACD62,Delhi,4.36,4.59,4.44,10,,,,
01-01-2021 15:00,7F6ACD62,Delhi,2.04,2.16,2.03,15,,,,
01-01-2021 15:15,7F6ACD62,Delhi,1.85,1.91,1.79,37,,,,
01-01-2021 15:30,7F6ACD62,Delhi,2.67,2.82,2.69,19,,,,
01-01-2021 15:45,7F6ACD62,Delhi,1.61,1.66,1.57,25,,,,
01-01-2021 16:00,7F6ACD62,Delhi,2.9,2.95,2.91,20,,,,
01-01-2021 16:15,7F6ACD62,Delhi,0.67,0.68,0.67,24,,,,
01-01-2021 16:30,7F6ACD62,Delhi,3.86,4.25,3.85,23,,,,
01-01-2021 16:45,7F6ACD62,Delhi,3.29,3.48,3.34,38,,,,
01-01-2021 17:00,7F6ACD62,Delhi,2.63,2.87,2.7,26,,,,
01-01-2021 17:15,7F6ACD62,Delhi,2.59,2.92,2.53,30,,,,
01-01-2021 17:30,7F6ACD62,Delhi,4.23,4.22,4.21,17,,,,
01-01-2021 17:45,7F6ACD62,Delhi,3.57,3.8,3.51,29,,,,
01-01-2021 18:00,7F6ACD62,Delhi,1.57,1.78,1.52,17,,,,
01-01-2021 18:15,7F6ACD62,Delhi,2.81,3.25,2.9,32,,,,
01-01-2021 18:30,7F6ACD62,Delhi,2.45,2.57,2.38,30,,,,
01-01-2021 18:45,7F6ACD62,Delhi,1.55,1.63,1.59,16,,,,
01-01-2021 19:00,7F6ACD62,Delhi,1.12,1.23,1.11,17,,,,
01-01-2021 19:15,7F6ACD62,Delhi,3.1,3.41,3.07,36,,,,
01-01-2021 19:30,7F6ACD62,Delhi,2.12,2.13,2.11,11,,,,
01-01-2021 19:45,7F6ACD62,Delhi,0.86,0.98,0.9,36,,,,
01-01-2021 20:00,7F6ACD62,Delhi,1.3,1.55,1.34,33,,,,
01-01-2021 20:15,7F6ACD62,Delhi,0.53,0.57,0.56,12,,,,
01-01-2021 20:30,7F6ACD62,Delhi,0.59,0.6,0.58,26,,,,
01-01-2021 20:45,7F6ACD62,Delhi,2.31,2.66,2.36,10,,,,
01-01-2021 21:00,7F6ACD62,Delhi,4.05,4.74,4.04,37,,,,
01-01-2021 21:15,7F6ACD62,Delhi,0.49,0.52,0.51,18,,,,
01-01-2021 21:30,7F6ACD62,Delhi,2.43,2.88,2.49,18,,,,
01-01-2021 21:45,7F6ACD62,Delhi,3.05,3.38,3.2,11,,,,
01-01-2021 22:00,7F6ACD62,Delhi,2.51,2.61,2.48,38,,,,
01-01-2021 22:15,7F6ACD62,Delhi,0.57,0.6,0.54,31,,,,
01-01-2021 22:30,7F6ACD62,Delhi,4.1,4.23,3.94,19,,,,
01-01-2021 22:45,7F6ACD62,Delhi,1.27,1.43,1.28,30,,,,
01-01-2021 23:00,7F6ACD62,Delhi,1.08,1.31,1.13,13,,,,
01-01-2021 23:15,7F6ACD62,Delhi,4.57,4.87,4.6,33,,,,
01-01-2021 23:30,7F6ACD62,Delhi,4.21,4.51,4.35,18,,,,
01-01-2021 23:45,7F6ACD62,Delhi,2.24,2.6,2.31,11,,,,
02-01-2021 00:00,7F6ACD62,Delhi,3.66,3.84,3.67,26,,,,
02-01-2021 00:15,7F6ACD62,Delhi,1.55,1.69,1.58,17,,,,
02-01-2021 00:30,7F6ACD62,Delhi,3.55,4.19,3.64,29,,,,
02-01-2021 00:45,7F6ACD62,Delhi,3.76,3.8,3.6,31,,,,
02-01-2021 01:00,7F6ACD62,Delhi,4.06,4.9,4.22,19,,,,
02-01-2021 01:15,7F6ACD62,Delhi,1.24,1.21,1.21,32,,,,
02-01-2021 01:30,7F6ACD62,Delhi,2.37,2.6,2.26,14,,,,
02-01-2021 01:45,7F6ACD62,Delhi,1.9,2.02,1.89,12,,,,
02-01-2021 02:00,7F6ACD62,Delhi,0.42,0.51,0.44,20,,,,
02-01-2021 02:15,7F6ACD62,Delhi,1.23,1.29,1.2,40,,,,
02-01-2021 02:30,7F6ACD62,Delhi,3.42,3.96,3.51,12,,,,
02-01-2021 02:45,7F6ACD62,Delhi,2.73,3.13,2.75,19,,,,
02-01-2021 03:00,7F6ACD62,Delhi,1.1,1.13,1.06,38,,,,
02-01-2021 03:15,7F6ACD62,Delhi,1.92,2.18,1.92,15,,,,
02-01-2021 03:30,7F6ACD62,Delhi,3.39,3.85,3.38,28,,,,
02-01-2021 03:45,7F6ACD62,Delhi,1.68,1.68,1.66,28,,,,
02-01-2021 04:00,7F6ACD62,Delhi,0.93,1.01,0.95,40,,,,
02-01-2021 04:15,7F6ACD62,Delhi,3.44,3.5,3.5,23,,,,
02-01-2021 04:30,7F6ACD62,Delhi,3.85,4.17,3.8,10,,,,
02-01-2021 04:45,7F6ACD62,Delhi,2.73,3.31,2.83,31,,,,
02-01-2021 05:00,7F6ACD62,Delhi,1.79,1.95,1.73,22,,,,
02-01-2021 05:15,7F6ACD62,Delhi,3.2,3.26,3.05,36,,,,
02-01-2021 05:30,7F6ACD62,Delhi,1.37,1.61,1.4,22,,,,
02-01-2021 05:45,7F6ACD62,Delhi,2.57,2.74,2.64,16,,,,
02-01-2021 06:00,7F6ACD62,Delhi,3.41,3.83,3.26,38,,,,
02-01-2021 06:15,7F6ACD62,Delhi,1.51,1.66,1.45,25,,,,
02-01-2021 06:30,7F6ACD62,Delhi,1.93,1.89,1.87,14,,,,
02-01-2021 06:45,7F6ACD62,Delhi,4.09,4.43,4.26,11,,,,
02-01-2021 07:00,7F6ACD62,Delhi,2.25,2.34,2.29,26,,,,
02-01-2021 07:15,7F6ACD62,Delhi,3.77,3.7,3.69,37,,,,
02-01-2021 07:30,7F6ACD62,Delhi,3,3.32,3.07,24,,,,
02-01-2021 07:45,7F6ACD62,Delhi,0.9,0.87,0.86,22,,,,
02-01-2021 08:00,7F6ACD62,Delhi,4.64,4.57,4.42,38,,,,
02-01-2021 08:15,7F6ACD62,Delhi,1.83,2.06,1.82,15,,,,
02-01-2021 08:30,7F6ACD62,Delhi,2.82,3.17,2.81,13,,,,
02-01-2021 08:45,7F6ACD62,Delhi,4.56,4.89,4.51,26,,,,
02-01-2021 09:00,7F6ACD62,Delhi,2.47,2.77,2.47,36,,,,
02-01-2021 09:15,7F6ACD62,Delhi,4.36,4.5,4.43,12,,,,
02-01-2021 09:30,7F6ACD62,Delhi,2.85,3.11,2.94,30,,,,
02-01-2021 09:45,7F6ACD62,Delhi,1.2,1.25,1.23,11,,,,
02-01-2021 10:00,7F6ACD62,Delhi,2.99,3.12,3.1,15,,,,
02-01-2021 10:15,7F6ACD62,Delhi,4.52,4.71,4.57,37,,,,
02-01-2021 10:30,7F6ACD62,Delhi,2.13,2.56,2.19,15,,,,
02-01-2021 10:45,7F6ACD62,Delhi,1.74,2.05,1.8,28,,,,
02-01-2021 11:00,7F6ACD62,Delhi,2.64,3.12,2.76,30,,,,
02-01-2021 11:15,7F6ACD62,Delhi,1.88,2.22,1.91,26,,,,
02-01-2021 11:30,7F6ACD62,Delhi,2.74,2.91,2.72,20,,,,
02-01-2021 11:45,7F6ACD62,Delhi,4.84,4.86,4.84,31,,,,
02-01-2021 12:00,7F6ACD62,Delhi,3.52,3.84,3.67,34,,,,
02-01-2021 12:15,7F6ACD62,Delhi,2.01,2.4,2.07,12,,,,
02-01-2021 12:30,7F6ACD62,Delhi,4.32,5,4.34,34,,,,
02-01-2021 12:45,7F6ACD62,Delhi,1.65,1.99,1.73,20,,,,
02-01-2021 13:00,7F6ACD62,Delhi,1.17,1.38,1.22,24,,,,
02-01-2021 13:15,7F6ACD62,Delhi,3.93,4.2,3.79,26,,,,
02-01-2021 13:30,7F6ACD62,Delhi,4.61,4.99,4.52,19,,,,
02-01-2021 13:45,7F6ACD62,Delhi,2.94,3.21,2.89,37,,,,
02-01-2021 14:00,7F6ACD62,Delhi,1.83,2.06,1.88,21,,,,
02-01-2021 14:15,7F6ACD62,Delhi,3.39,3.32,3.26,28,,,,
02-01-2021 14:30,7F6ACD62,Delhi,2.11,2.26,2.06,34,,,,
02-01-2021 14:45,7F6ACD62,Delhi,3.48,3.97,3.4,25,,,,
02-01-2021 15:00,7F6ACD62,Delhi,2,2.06,1.95,38,,,,
02-01-2021 15:15,7F6ACD62,Delhi,2.25,2.43,2.28,11,,,,
02-01-2021 15:30,7F6ACD62,Delhi,1.36,1.6,1.42,17,,,,
02-01-2021 15:45,7F6ACD62,Delhi,0.5,0.54,0.48,19,,,,
02-01-2021 16:00,7F6ACD62,Delhi,2.65,3.08,2.71,13,,,,
02-01-2021 16:15,7F6ACD62,Delhi,0.66,0.77,0.67,32,,,,
02-01-2021 16:30,7F6ACD62,Delhi,3.51,3.68,3.37,40,,,,
02-01-2021 16:45,7F6ACD62,Delhi,3.26,3.36,3.2,31,,,,
02-01-2021 17:00,7F6ACD62,Delhi,3.33,3.62,3.23,21,,,,
02-01-2021 17:15,7F6ACD62,Delhi,1.5,1.64,1.56,17,,,,
02-01-2021 17:30,7F6ACD62,Delhi,2.19,2.43,2.25,30,,,,
02-01-2021 17:45,7F6ACD62,Delhi,0.87,0.88,0.86,16,,,,
02-01-2021 18:00,7F6ACD62,Delhi,0.7,0.85,0.73,16,,,,
02-01-2021 18:15,7F6ACD62,Delhi,1.33,1.45,1.34,29,,,,
02-01-2021 18:30,7F6ACD62,Delhi,1.15,1.21,1.18,10,,,,
02-01-2021 18:45,7F6ACD62,Delhi,3.96,3.89,3.87,10,,,,
02-01-2021 19:00,7F6ACD62,Delhi,2.99,3.49,3.02,26,,,,
02-01-2021 19:15,7F6ACD62,Delhi,1.14,1.24,1.13,15,,,,
02-01-2021 19:30,7F6ACD62,Delhi,3.88,3.76,3.7,37,,,,
02-01-2021 19:45,7F6ACD62,Delhi,2.28,2.67,2.32,22,,,,
02-01-2021 20:00,7F6ACD62,Delhi,0.97,0.95,0.94,30,,,,
02-01-2021 20:15,7F6ACD62,Delhi,1.17,1.41,1.23,34,,,,
02-01-2021 20:30,7F6ACD62,Delhi,3.9,4.12,4.09,19,,,,
02-01-2021 20:45,7F6ACD62,Delhi,2.02,2.02,2.01,40,,,,
02-01-2021 21:00,7F6ACD62,Delhi,2.14,2.18,2.11,16,,,,
02-01-2021 21:15,7F6ACD62,Delhi,4.25,4.98,4.31,19,,,,
